Attrition,YearsAtCompany,Age,Department,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,5,38,Sales,3,Technical Degree,Female,3,2,Sales Executive,4,Single,5666,Yes,13,3,6,1,3,3,1,3
No,5,45,Research & Development,4,Medical,Female,3,1,Laboratory Technician,4,Divorced,2270,No,14,3,8,2,3,3,0,2
No,5,50,Research & Development,2,Medical,Male,3,4,Research Director,4,Divorced,17399,No,22,4,32,1,2,4,1,3
Yes,5,30,Research & Development,3,Life Sciences,Female,3,1,Research Scientist,3,Married,2132,Yes,11,3,7,2,3,2,0,1
No,5,59,Research & Development,3,Life Sciences,Female,2,4,Manufacturing Director,4,Single,13726,Yes,13,3,30,4,3,3,4,3
No,5,26,Research & Development,1,Medical,Female,2,1,Research Scientist,3,Divorced,2007,No,13,3,5,5,3,3,1,3
No,5,56,Research & Development,3,Medical,Female,3,1,Research Scientist,3,Married,2942,No,19,3,18,4,3,4,0,3
No,5,26,Research & Development,2,Medical,Male,2,1,Laboratory Technician,1,Married,3955,No,16,3,6,2,3,3,1,3
No,5,48,Research & Development,4,Medical,Male,4,4,Manager,4,Single,16885,No,22,4,27,3,2,4,2,1
No,5,39,Research & Development,3,Life Sciences,Male,3,2,Laboratory Technician,2,Single,6782,No,15,3,9,2,2,4,0,3
No,5,28,Research & Development,1,Life Sciences,Male,2,1,Research Scientist,2,Married,3201,No,17,3,6,2,1,3,0,4
No,5,35,Sales,2,Marketing,Male,3,2,Sales Executive,4,Divorced,4968,No,11,3,5,3,3,2,0,2
Yes,5,33,Sales,4,Marketing,Female,3,2,Sales Executive,1,Single,8224,Yes,17,3,6,3,3,2,0,3
No,5,35,Human Resources,4,Technical Degree,Male,3,1,Human Resources,3,Single,4323,No,17,3,6,2,1,4,1,4
No,5,56,Research & Development,4,Technical Degree,Female,3,5,Manager,1,Divorced,19943,No,13,3,28,2,3,2,4,2
No,5,29,Research & Development,1,Life Sciences,Female,1,1,Research Scientist,4,Married,2168,Yes,18,3,6,2,2,4,1,3
No,5,33,Human Resources,3,Human Resources,Male,3,1,Human Resources,3,Married,3600,No,13,3,5,2,3,4,1,4
No,5,40,Sales,3,Technical Degree,Female,2,2,Sales Executive,2,Divorced,6852,No,12,3,7,2,4,1,1,3
No,5,54,Research & Development,4,Life Sciences,Female,3,3,Manufacturing Director,3,Divorced,10502,No,17,3,33,2,1,4,1,4
No,5,27,Research & Development,2,Life Sciences,Male,3,1,Research Scientist,3,Divorced,2517,No,11,3,5,2,3,3,0,3
Yes,5,39,Research & Development,3,Medical,Male,3,1,Research Scientist,1,Single,3904,No,13,3,6,2,3,2,0,3
Yes,5,40,Sales,4,Marketing,Male,2,3,Sales Executive,2,Single,9094,Yes,12,3,9,2,3,4,1,0
No,5,51,Research & Development,2,Technical Degree,Female,2,4,Manufacturing Director,2,Single,13142,No,16,3,29,1,2,2,0,3
No,5,34,Research & Development,1,Technical Degree,Female,2,1,Research Scientist,3,Divorced,2029,No,20,4,5,2,3,4,0,0
No,5,28,Sales,3,Life Sciences,Male,2,2,Sales Executive,1,Married,4724,No,11,3,5,0,3,3,0,4
No,5,39,Sales,4,Life Sciences,Male,2,2,Sales Executive,4,Married,6120,Yes,12,3,8,2,4,4,1,4
No,5,33,Sales,1,Life Sciences,Male,3,2,Sales Executive,4,Married,9998,No,13,3,8,2,4,4,1,2
No,5,52,Research & Development,2,Medical,Female,4,4,Manufacturing Director,3,Married,13247,Yes,11,3,24,3,2,3,0,2
No,5,52,Research & Development,4,Other,Female,3,1,Laboratory Technician,1,Married,2950,No,13,3,12,2,1,4,0,4
No,5,36,Sales,4,Marketing,Female,3,2,Sales Executive,2,Single,9278,Yes,16,3,15,3,3,4,0,1
No,5,27,Research & Development,1,Life Sciences,Male,3,1,Laboratory Technician,1,Married,2099,No,14,3,6,3,4,0,1,4
No,5,24,Sales,1,Medical,Female,3,2,Sales Executive,3,Married,4162,Yes,12,3,5,3,3,4,0,3
No,5,34,Research & Development,3,Life Sciences,Female,2,1,Laboratory Technician,2,Married,3294,No,17,3,7,2,2,4,0,2
No,5,28,Sales,3,Medical,Male,3,2,Sales Executive,1,Single,8463,No,18,3,6,4,3,4,1,3
No,5,44,Research & Development,3,Life Sciences,Male,2,1,Laboratory Technician,3,Single,3162,No,14,3,7,5,3,2,0,3
No,5,44,Research & Development,3,Life Sciences,Male,3,1,Research Scientist,2,Single,3420,No,13,3,6,3,2,2,1,3
Yes,5,29,Sales,3,Technical Degree,Female,3,2,Sales Executive,2,Single,5765,No,11,3,7,4,1,3,0,0
No,5,30,Human Resources,3,Life Sciences,Male,3,1,Human Resources,3,Divorced,2064,No,21,4,6,3,4,3,1,3
No,5,33,Research & Development,4,Medical,Female,2,1,Laboratory Technician,2,Married,3838,No,11,3,8,5,3,4,0,2
No,5,47,Sales,3,Medical,Female,3,2,Sales Executive,3,Married,4591,Yes,17,3,11,4,2,4,1,2
No,5,32,Research & Development,3,Medical,Male,3,3,Manager,4,Single,11244,No,25,4,10,5,4,2,0,0
Yes,5,40,Research & Development,4,Life Sciences,Male,3,1,Laboratory Technician,1,Single,2018,No,14,3,15,3,1,4,1,0
No,5,33,Research & Development,3,Life Sciences,Male,2,2,Manufacturing Director,2,Single,4320,No,13,3,5,2,3,3,0,2
No,5,45,Research & Development,3,Technical Degree,Male,3,1,Research Scientist,4,Married,2132,No,20,4,8,3,3,4,0,3
No,5,35,Sales,4,Life Sciences,Female,2,1,Sales Representative,3,Married,2430,No,23,4,6,5,3,3,4,2
Yes,5,38,Research & Development,3,Medical,Male,3,2,Manufacturing Director,2,Married,4855,No,11,3,7,2,3,2,1,4
No,5,35,Research & Development,4,Medical,Female,3,2,Healthcare Representative,3,Single,6142,Yes,16,3,10,4,3,2,0,4
No,5,40,Sales,2,Life Sciences,Female,3,2,Sales Executive,1,Married,4639,No,15,3,5,2,3,4,1,2
No,5,31,Sales,4,Other,Male,3,2,Sales Executive,1,Single,5332,No,13,3,10,3,3,2,0,3
No,5,28,Research & Development,3,Medical,Female,1,2,Manufacturing Director,1,Divorced,4877,No,21,4,6,5,2,3,0,0
No,5,47,Human Resources,4,Life Sciences,Female,3,5,Manager,3,Married,19658,No,11,3,27,2,3,2,1,0
No,5,38,Research & Development,2,Medical,Female,2,3,Manufacturing Director,3,Married,7756,Yes,19,3,10,6,4,4,0,2
No,5,29,Sales,3,Medical,Male,2,2,Sales Executive,3,Single,5869,No,11,3,8,2,3,2,1,4
No,5,39,Research & Development,3,Medical,Male,3,2,Manufacturing Director,2,Married,5295,No,21,4,7,3,3,4,1,0
No,5,36,Research & Development,2,Life Sciences,Male,4,2,Healthcare Representative,1,Divorced,6842,No,20,4,13,3,3,4,0,4
Yes,5,23,Research & Development,1,Medical,Male,2,1,Laboratory Technician,3,Single,3989,Yes,11,3,5,2,3,4,1,2
No,5,35,Research & Development,4,Medical,Male,2,1,Research Scientist,4,Single,4930,Yes,14,3,6,2,4,4,1,4
No,5,24,Research & Development,3,Medical,Male,4,1,Research Scientist,3,Married,4401,No,16,3,5,1,3,3,0,4
No,5,29,Research & Development,4,Medical,Female,3,1,Laboratory Technician,3,Married,2974,No,17,3,9,2,3,3,1,2
No,5,32,Research & Development,3,Life Sciences,Male,3,1,Research Scientist,3,Married,3433,No,13,3,10,3,2,2,1,3
No,5,31,Research & Development,4,Life Sciences,Male,3,1,Laboratory Technician,3,Married,3477,No,14,3,6,2,4,2,0,3
No,5,31,Research & Development,1,Technical Degree,Female,3,2,Manufacturing Director,4,Single,5238,No,20,4,9,3,2,4,1,4
No,5,45,Human Resources,3,Life Sciences,Female,1,3,Human Resources,3,Married,9756,No,21,4,9,2,4,0,0,3
No,5,31,Sales,3,Technical Degree,Male,3,2,Sales Executive,3,Married,8346,No,19,3,6,3,3,2,0,2
No,5,34,Research & Development,4,Medical,Male,4,1,Research Scientist,4,Married,2932,Yes,14,3,6,3,3,0,1,2
No,5,49,Sales,4,Marketing,Female,3,2,Sales Executive,4,Single,4507,No,12,3,8,1,4,1,0,4
No,5,42,Research & Development,3,Medical,Male,3,1,Laboratory Technician,2,Divorced,2766,No,22,4,7,6,2,3,0,4
No,5,41,Research & Development,4,Life Sciences,Male,3,1,Laboratory Technician,1,Divorced,2289,No,20,4,5,2,3,3,0,4
No,5,38,Research & Development,2,Other,Female,2,1,Laboratory Technician,3,Married,3702,No,11,3,5,3,3,4,0,4
No,5,37,Sales,2,Marketing,Male,2,2,Sales Executive,2,Married,4189,No,14,3,5,2,3,2,0,3
Yes,5,44,Research & Development,2,Medical,Male,3,1,Research Scientist,2,Divorced,2342,Yes,12,3,6,2,2,3,2,3
No,5,28,Research & Development,3,Life Sciences,Male,3,1,Research Scientist,4,Married,2044,No,11,3,5,6,4,3,0,3
Yes,5,26,Human Resources,2,Medical,Female,3,1,Human Resources,2,Married,2148,Yes,11,3,6,3,3,1,1,4
No,5,40,Research & Development,3,Life Sciences,Female,3,2,Healthcare Representative,4,Divorced,6513,No,17,3,12,3,3,3,0,3
No,5,35,Research & Development,4,Medical,Male,1,1,Laboratory Technician,3,Married,2705,No,16,3,6,2,4,4,0,3
No,5,26,Sales,3,Medical,Male,3,2,Sales Executive,4,Single,4684,No,13,3,5,4,3,3,1,2
No,5,27,Research & Development,2,Life Sciences,Female,3,1,Laboratory Technician,4,Single,2379,Yes,14,3,6,3,2,4,0,2
No,5,55,Research & Development,4,Technical Degree,Male,2,1,Research Scientist,4,Married,2662,No,20,4,19,2,4,2,0,4
No,5,34,Sales,3,Life Sciences,Male,3,3,Sales Executive,4,Married,9713,Yes,13,3,9,3,3,3,1,0
No,5,37,Research & Development,4,Medical,Male,3,2,Research Scientist,1,Married,4284,Yes,22,4,16,2,3,3,0,4
Yes,5,34,Research & Development,4,Technical Degree,Male,1,1,Research Scientist,1,Married,2307,Yes,23,4,5,2,3,2,3,0
No,5,41,Sales,3,Marketing,Female,3,2,Sales Executive,2,Married,4393,No,21,4,14,3,3,4,1,4
No,5,31,Sales,2,Medical,Female,3,2,Sales Executive,4,Divorced,6583,Yes,11,3,8,2,3,2,1,4
No,5,27,Research & Development,4,Technical Degree,Male,3,1,Research Scientist,2,Married,2226,No,11,3,6,3,2,3,1,2
No,5,38,Research & Development,2,Life Sciences,Male,3,1,Research Scientist,4,Divorced,4771,No,19,3,10,0,4,2,0,3
No,5,49,Research & Development,1,Life Sciences,Male,3,5,Research Director,4,Married,19161,No,15,3,28,3,3,4,4,3
No,5,35,Sales,4,Medical,Male,3,2,Sales Executive,1,Married,5561,No,16,3,6,2,1,3,0,4
No,5,28,Research & Development,3,Medical,Male,3,1,Research Scientist,3,Single,2144,No,14,3,5,3,2,3,1,4
No,5,36,Research & Development,4,Life Sciences,Male,4,1,Laboratory Technician,2,Married,2810,No,22,4,5,3,3,4,0,2
No,5,29,Research & Development,3,Life Sciences,Male,3,2,Healthcare Representative,1,Married,5373,No,12,3,6,5,2,3,0,2
No,5,32,Research & Development,4,Medical,Female,3,2,Healthcare Representative,4,Divorced,6667,No,18,3,9,6,3,1,1,2
No,5,54,Research & Development,3,Medical,Female,3,2,Manufacturing Director,1,Single,4440,Yes,19,3,9,3,3,2,1,4
No,5,23,Research & Development,2,Other,Male,3,1,Laboratory Technician,4,Single,2647,No,13,3,5,6,4,2,1,4
No,5,41,Research & Development,3,Life Sciences,Male,3,1,Research Scientist,4,Married,2782,No,22,4,12,3,3,3,1,0
No,5,25,Sales,2,Other,Female,3,2,Sales Executive,3,Divorced,4907,Yes,22,4,6,3,2,3,0,4
No,5,41,Sales,3,Life Sciences,Male,2,2,Sales Executive,2,Divorced,8938,No,11,3,14,5,3,4,0,4
No,5,45,Sales,3,Life Sciences,Female,3,2,Sales Executive,3,Single,4850,No,15,3,8,3,3,3,0,1
No,5,40,Research & Development,4,Medical,Female,3,1,Research Scientist,3,Married,2001,No,14,3,20,2,3,3,0,2
No,5,29,Research & Development,4,Medical,Female,2,1,Research Scientist,1,Single,3785,No,14,3,5,3,1,4,0,4
No,5,36,Research & Development,2,Medical,Male,4,2,Laboratory Technician,4,Married,2571,No,17,3,17,3,3,2,0,3
Yes,6,41,Sales,2,Life Sciences,Female,3,2,Sales Executive,4,Single,5993,Yes,11,3,8,0,1,4,0,5
No,6,32,Research & Development,2,Life Sciences,Male,4,1,Research Scientist,2,Divorced,3298,Yes,12,3,7,5,2,2,0,5
No,6,36,Research & Development,3,Life Sciences,Male,2,2,Manufacturing Director,2,Single,6499,No,13,3,6,3,3,5,0,3
No,6,35,Research & Development,3,Medical,Male,2,1,Research Scientist,3,Single,2859,No,18,3,6,3,3,4,0,4
No,6,56,Research & Development,3,Life Sciences,Male,1,3,Manufacturing Director,4,Single,7260,No,11,3,37,3,2,4,0,2
Yes,6,25,Sales,3,Marketing,Male,2,2,Sales Executive,3,Single,5744,Yes,11,3,6,1,3,4,0,3
No,6,45,Research & Development,3,Medical,Male,3,1,Research Scientist,4,Single,3452,No,13,3,9,2,2,5,0,3
No,6,35,Research & Development,3,Medical,Female,3,2,Laboratory Technician,2,Single,4425,No,11,3,10,5,3,2,1,2
Yes,6,30,Sales,4,Marketing,Female,2,2,Sales Executive,1,Single,6696,No,15,3,9,5,2,3,0,1
Yes,6,29,Research & Development,3,Technical Degree,Male,3,1,Research Scientist,3,Single,2058,No,14,3,7,1,2,2,1,5
No,6,54,Sales,3,Marketing,Female,3,2,Sales Executive,1,Married,5940,No,14,3,16,4,3,2,0,5
No,6,29,Research & Development,3,Life Sciences,Male,3,1,Research Scientist,4,Single,2340,No,19,3,6,1,3,5,1,5
No,6,32,Research & Development,1,Technical Degree,Male,2,2,Laboratory Technician,1,Single,2176,No,13,3,9,5,3,2,0,4
No,6,25,Research & Development,2,Life Sciences,Male,4,2,Healthcare Representative,1,Divorced,4000,No,12,3,6,2,3,3,1,5
No,6,26,Research & Development,3,Life Sciences,Female,3,2,Manufacturing Director,2,Divorced,6397,No,20,4,6,6,1,5,1,4
No,6,37,Research & Development,2,Medical,Male,3,2,Manufacturing Director,4,Divorced,6347,No,16,3,8,2,2,2,0,4
Yes,6,40,Sales,2,Marketing,Male,2,2,Sales Executive,3,Married,6380,Yes,12,3,8,6,3,4,1,0
Yes,6,26,Research & Development,1,Technical Degree,Male,3,1,Research Scientist,1,Single,3102,No,22,4,7,2,3,4,0,4
No,6,42,Research & Development,4,Technical Degree,Female,2,2,Healthcare Representative,4,Married,4523,No,11,3,7,4,4,5,0,4
No,6,31,Sales,1,Life Sciences,Male,3,2,Sales Executive,4,Single,6582,Yes,13,3,10,2,4,5,0,5
No,6,33,Research & Development,5,Medical,Female,4,4,Research Director,3,Divorced,16184,No,19,3,10,2,3,1,0,5
No,6,37,Research & Development,3,Technical Degree,Female,3,3,Manufacturing Director,4,Single,7491,No,17,3,12,3,4,5,1,2
No,6,37,Research & Development,4,Life Sciences,Female,3,2,Manufacturing Director,2,Married,6447,No,12,3,8,2,2,5,4,3
No,6,24,Research & Development,3,Medical,Male,4,1,Research Scientist,4,Married,2725,Yes,11,3,6,3,3,5,1,4
Yes,6,24,Research & Development,3,Life Sciences,Female,3,1,Laboratory Technician,3,Married,2886,Yes,16,3,6,4,3,3,1,2
No,6,34,Research & Development,2,Life Sciences,Male,2,1,Research Scientist,4,Married,3622,Yes,13,3,6,3,3,5,1,3
No,6,32,Research & Development,4,Life Sciences,Female,3,2,Research Scientist,4,Married,6322,Yes,12,3,6,2,2,4,0,5
No,6,29,Sales,2,Medical,Female,3,2,Sales Executive,3,Married,5561,No,14,3,6,5,2,0,1,2
No,6,27,Sales,1,Medical,Female,4,2,Sales Executive,4,Divorced,4647,Yes,20,4,6,3,3,5,0,4
No,6,25,Sales,1,Medical,Female,3,2,Sales Executive,4,Single,6180,No,23,4,6,5,2,5,1,4
No,6,34,Sales,3,Other,Male,3,2,Sales Executive,4,Single,6274,No,22,4,6,5,3,5,1,4
No,6,34,Research & Development,4,Medical,Female,2,1,Research Scientist,1,Single,4381,No,11,3,6,3,3,5,1,3
No,6,35,Research & Development,1,Medical,Female,2,1,Research Scientist,1,Single,2559,No,11,3,6,3,2,5,1,1
No,6,31,Research & Development,4,Life Sciences,Male,3,1,Research Scientist,4,Married,2356,Yes,19,3,8,2,3,4,0,2
No,6,58,Research & Development,3,Technical Degree,Female,2,3,Healthcare Representative,2,Divorced,10552,Yes,13,3,24,3,3,0,0,4
No,6,36,Research & Development,4,Other,Male,3,1,Research Scientist,4,Single,4678,No,18,3,8,6,3,2,0,1
No,6,33,Research & Development,4,Other,Female,4,2,Healthcare Representative,2,Married,5488,Yes,13,3,6,2,3,5,1,2
No,6,59,Sales,2,Technical Degree,Male,3,3,Manager,4,Married,11904,Yes,14,3,14,1,1,4,0,4
No,6,45,Human Resources,4,Medical,Male,3,1,Human Resources,2,Single,2177,No,16,3,6,3,3,3,0,4
No,6,30,Research & Development,3,Other,Male,3,2,Manufacturing Director,1,Married,9957,No,15,3,7,1,2,2,0,2
No,6,34,Research & Development,1,Life Sciences,Male,3,2,Healthcare Representative,4,Single,7756,No,17,3,7,1,2,2,0,4
No,6,37,Research & Development,2,Medical,Female,2,2,Healthcare Representative,4,Divorced,5731,No,13,3,9,2,3,2,1,3
No,6,34,Sales,1,Life Sciences,Female,3,2,Sales Executive,3,Married,5714,No,20,4,6,3,2,5,1,3
No,6,42,Sales,4,Marketing,Male,3,2,Sales Executive,1,Single,5155,No,13,3,9,3,4,4,1,5
Yes,6,44,Research & Development,4,Life Sciences,Male,3,1,Research Scientist,3,Single,2936,Yes,11,3,6,4,3,4,0,2
No,6,28,Research & Development,4,Medical,Male,2,1,Laboratory Technician,1,Married,3196,No,12,3,6,2,3,5,3,3
No,6,46,Research & Development,4,Technical Degree,Male,3,2,Manufacturing Director,4,Divorced,7379,No,11,3,12,3,2,3,1,4
No,6,31,Research & Development,2,Medical,Male,3,2,Healthcare Representative,1,Married,6833,Yes,12,3,6,2,2,5,0,1
No,6,59,Sales,3,Life Sciences,Female,2,2,Sales Executive,4,Single,5171,No,17,3,13,2,3,1,0,5
No,6,29,Research & Development,3,Life Sciences,Male,3,2,Healthcare Representative,4,Divorced,6623,Yes,11,3,6,2,3,0,1,0
No,6,27,Sales,1,Life Sciences,Male,1,2,Sales Executive,4,Single,5071,No,20,4,8,3,3,2,0,0
No,6,41,Research & Development,3,Life Sciences,Female,3,2,Research Scientist,4,Divorced,5467,Yes,14,3,12,4,2,2,3,3
No,6,37,Research & Development,1,Life Sciences,Male,3,1,Research Scientist,3,Married,2996,Yes,15,3,8,2,3,4,1,3
No,6,39,Research & Development,2,Life Sciences,Male,3,3,Healthcare Representative,3,Married,10920,No,21,4,13,2,3,4,0,5
No,6,27,Sales,3,Marketing,Female,2,2,Sales Executive,4,Married,5769,Yes,11,3,6,3,3,2,4,4
No,6,47,Research & Development,3,Technical Degree,Male,3,1,Research Scientist,4,Married,3420,No,12,3,17,2,2,5,1,2
No,6,37,Research & Development,2,Technical Degree,Male,4,1,Laboratory Technician,3,Single,3500,No,14,3,7,2,1,5,1,3
No,6,38,Human Resources,4,Human Resources,Male,3,2,Human Resources,3,Married,6077,No,11,3,10,2,3,3,1,2
No,6,32,Research & Development,4,Technical Degree,Male,3,2,Research Scientist,1,Married,4087,No,14,3,9,3,2,5,1,2
No,6,29,Research & Development,1,Life Sciences,Male,3,2,Healthcare Representative,4,Divorced,8853,No,19,3,6,0,4,4,1,3
No,6,43,Research & Development,3,Technical Degree,Male,4,1,Laboratory Technician,2,Divorced,4876,No,12,3,8,0,3,4,0,2
No,6,30,Research & Development,3,Medical,Male,2,1,Research Scientist,2,Married,2141,No,12,3,6,3,2,4,1,1
No,6,24,Research & Development,1,Technical Degree,Female,3,1,Research Scientist,4,Single,3760,Yes,13,3,6,2,3,3,1,3
No,6,33,Sales,4,Medical,Male,3,2,Sales Executive,4,Divorced,5505,No,14,3,6,5,3,2,0,4
No,6,33,Sales,3,Life Sciences,Female,3,2,Sales Executive,4,Divorced,5368,Yes,25,4,7,2,3,5,1,2
No,6,37,Sales,4,Medical,Male,1,2,Sales Executive,4,Divorced,9525,No,14,3,6,2,2,3,1,3
No,6,24,Research & Development,1,Medical,Male,3,1,Laboratory Technician,1,Divorced,3907,No,13,3,6,2,4,2,1,2
No,6,27,Research & Development,3,Medical,Female,3,1,Research Scientist,4,Single,3445,No,11,3,6,5,2,2,1,4
No,6,38,Research & Development,2,Medical,Female,2,1,Laboratory Technician,2,Married,2468,No,14,3,9,4,2,1,0,5
No,6,42,Research & Development,4,Technical Degree,Male,3,1,Research Scientist,3,Married,2936,No,22,4,10,1,2,3,3,3
No,6,38,Human Resources,4,Other,Male,3,1,Human Resources,2,Married,2991,Yes,11,3,7,2,3,2,1,2
No,6,32,Research & Development,4,Life Sciences,Female,2,1,Laboratory Technician,2,Single,2837,No,13,3,6,3,3,2,4,1
No,6,39,Research & Development,3,Life Sciences,Male,3,5,Manager,4,Single,19431,No,13,3,21,3,2,0,1,3
Yes,6,50,Sales,4,Life Sciences,Male,3,2,Sales Executive,3,Divorced,6728,No,12,3,12,3,3,3,0,1
No,6,36,Sales,4,Marketing,Female,2,2,Sales Executive,4,Married,6652,No,13,3,8,2,2,3,0,0
No,6,27,Research & Development,3,Life Sciences,Male,4,2,Manufacturing Director,2,Married,6142,Yes,20,4,6,0,3,2,0,3
No,7,32,Research & Development,2,Life Sciences,Male,3,1,Laboratory Technician,4,Single,3068,No,13,3,8,2,2,7,3,6
No,7,36,Research & Development,3,Medical,Male,3,2,Healthcare Representative,3,Married,5237,No,13,3,17,3,2,7,7,7
No,7,31,Research & Development,4,Life Sciences,Male,3,2,Laboratory Technician,4,Divorced,5915,No,22,4,10,3,2,7,1,7
No,7,37,Research & Development,4,Life Sciences,Male,2,2,Manufacturing Director,3,Divorced,5993,No,18,3,7,2,4,5,0,7
No,7,33,Sales,2,Marketing,Male,3,2,Sales Executive,2,Married,6146,No,13,3,8,2,4,7,0,7
Yes,7,31,Sales,4,Life Sciences,Male,1,2,Sales Executive,3,Married,6172,Yes,18,3,12,3,2,7,7,7
No,7,41,Research & Development,3,Life Sciences,Male,2,4,Manager,1,Divorced,17181,No,13,3,21,2,2,6,7,7
No,7,53,Sales,2,Marketing,Male,3,2,Sales Representative,3,Married,2306,Yes,20,4,13,3,1,7,4,5
No,7,51,Research & Development,3,Medical,Female,3,4,Healthcare Representative,2,Single,13734,No,18,3,21,6,3,7,1,0
No,7,27,Research & Development,3,Medical,Female,3,1,Research Scientist,2,Single,2279,No,16,3,7,2,2,7,0,3
No,7,38,Research & Development,3,Technical Degree,Male,3,2,Manufacturing Director,4,Married,6261,No,18,3,9,3,1,7,1,7
No,7,49,Research & Development,4,Life Sciences,Male,3,2,Manufacturing Director,4,Divorced,6804,Yes,15,3,7,0,3,7,1,7
No,7,40,Research & Development,2,Medical,Male,3,2,Laboratory Technician,4,Married,2741,Yes,15,3,15,2,4,2,3,7
No,7,27,Sales,3,Life Sciences,Female,3,2,Sales Executive,3,Single,9981,No,14,3,7,2,3,7,0,7
No,7,50,Sales,4,Medical,Female,3,5,Manager,4,Divorced,19517,No,11,3,32,3,2,0,0,6
No,7,46,Sales,3,Technical Degree,Female,1,4,Manager,2,Married,16872,Yes,12,3,28,2,2,7,7,7
No,7,35,Research & Development,3,Life Sciences,Female,4,3,Manager,2,Divorced,11996,No,18,3,10,6,2,7,6,2
No,7,49,Research & Development,2,Technical Degree,Female,2,4,Healthcare Representative,3,Single,13964,Yes,12,3,25,2,3,1,0,7
No,7,31,Sales,3,Marketing,Male,3,2,Sales Executive,4,Divorced,7547,No,12,3,13,3,3,7,1,7
No,7,32,Research & Development,4,Medical,Female,4,2,Research Scientist,4,Single,5055,No,16,3,10,0,2,7,0,7
No,7,33,Sales,3,Marketing,Male,2,2,Sales Executive,4,Single,4682,No,14,3,9,6,2,7,0,1
Yes,7,29,Research & Development,4,Other,Male,1,1,Laboratory Technician,1,Married,2119,Yes,11,3,7,4,2,7,0,7
No,7,29,Sales,1,Marketing,Female,2,2,Sales Executive,2,Divorced,8268,Yes,14,3,7,2,3,7,1,7
No,7,37,Research & Development,3,Medical,Male,4,2,Research Scientist,1,Divorced,5974,Yes,13,3,13,2,3,7,6,7
No,7,40,Research & Development,4,Life Sciences,Female,4,1,Laboratory Technician,3,Married,2213,Yes,13,3,10,3,3,7,1,7
No,7,28,Sales,4,Life Sciences,Male,3,2,Sales Executive,4,Single,5253,No,16,3,7,1,3,5,0,7
No,7,51,Sales,2,Life Sciences,Female,3,2,Sales Executive,4,Married,4936,No,11,3,18,2,2,7,0,7
No,7,56,Sales,3,Life Sciences,Female,4,4,Sales Executive,1,Married,13212,No,11,3,36,0,2,7,7,7
No,7,34,Research & Development,4,Life Sciences,Male,2,1,Research Scientist,3,Divorced,2768,No,12,3,14,3,3,3,5,7
Yes,7,33,Research & Development,1,Medical,Male,3,3,Manager,3,Married,13610,Yes,12,3,15,2,4,6,7,7
Yes,7,26,Human Resources,4,Life Sciences,Female,3,1,Human Resources,3,Divorced,2741,Yes,11,3,8,2,2,7,1,0
No,7,25,Sales,1,Medical,Male,3,1,Sales Representative,3,Married,2096,No,11,3,7,1,3,4,0,6
No,7,31,Sales,4,Medical,Male,4,2,Sales Executive,4,Divorced,5460,No,22,4,13,4,4,7,5,7
No,7,38,Sales,4,Marketing,Female,2,2,Sales Executive,4,Single,4028,No,20,4,8,2,3,7,0,5
No,7,32,Research & Development,2,Life Sciences,Female,3,3,Research Director,4,Single,11159,No,15,3,10,6,3,7,7,7
No,7,47,Sales,4,Marketing,Male,3,2,Sales Executive,1,Single,4960,No,12,3,20,2,3,7,1,7
Yes,7,28,Research & Development,2,Life Sciences,Female,1,1,Research Scientist,2,Single,2216,Yes,13,3,10,4,3,7,3,7
No,7,27,Research & Development,3,Medical,Female,2,2,Healthcare Representative,1,Single,6811,No,19,3,9,2,1,6,0,7
No,7,47,Sales,2,Marketing,Female,3,2,Sales Executive,4,Married,4537,Yes,22,4,8,2,3,6,7,7
Yes,7,41,Research & Development,4,Life Sciences,Female,1,1,Laboratory Technician,4,Divorced,2778,Yes,13,3,10,1,2,7,1,0
No,7,31,Sales,4,Life Sciences,Male,2,1,Sales Representative,3,Married,2329,No,15,3,13,2,4,7,5,2
No,7,26,Sales,3,Medical,Male,2,2,Sales Executive,1,Single,4294,No,12,3,7,2,3,7,0,7
No,7,36,Sales,4,Technical Degree,Male,3,2,Sales Executive,4,Divorced,5079,No,13,3,12,3,3,7,0,7
No,7,40,Sales,3,Marketing,Male,3,2,Sales Executive,1,Married,8396,No,14,3,8,3,2,7,7,5
Yes,7,25,Research & Development,1,Technical Degree,Male,3,1,Laboratory Technician,4,Married,3691,Yes,15,3,7,3,4,7,5,6
No,7,29,Research & Development,4,Life Sciences,Female,3,1,Research Scientist,4,Divorced,2514,No,22,4,11,1,3,5,1,7
No,7,29,Research & Development,3,Life Sciences,Female,3,1,Research Scientist,2,Divorced,3291,No,14,3,8,2,2,5,1,1
No,7,38,Human Resources,3,Human Resources,Male,4,1,Human Resources,3,Married,2844,No,13,3,7,2,4,6,5,0
No,7,35,Research & Development,3,Life Sciences,Male,2,3,Manufacturing Director,2,Divorced,10274,No,18,3,15,2,4,7,6,4
No,7,53,Research & Development,2,Medical,Female,3,5,Manager,3,Divorced,18606,No,18,3,26,6,3,7,4,7
No,7,35,Sales,4,Life Sciences,Male,3,2,Sales Executive,1,Married,8966,Yes,15,3,15,2,3,7,1,7
